"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"212","824.688250","157.240.195.56","10.100.102.220","TLSv1.2","325","39516","Application Data"
"213","824.730511","10.100.102.220","157.240.195.56","TLSv1.2","126","11917","Application Data"
"214","848.383900","10.100.102.220","157.240.195.56","TLSv1.2","123","11989","Application Data"
"215","848.633999","157.240.195.56","10.100.102.220","TLSv1.2","125","39787","Application Data"
"216","867.163512","10.100.102.220","157.240.195.56","TLSv1.2","123","12058","Application Data"
"217","867.495833","157.240.195.56","10.100.102.220","TLSv1.2","125","39858","Application Data"
"218","895.936906","10.100.102.220","157.240.195.56","TLSv1.2","123","12127","Application Data"
"219","896.168016","157.240.195.56","10.100.102.220","TLSv1.2","125","39929","Application Data"
"220","911.475527","157.240.195.56","10.100.102.220","TLSv1.2","142","40000","Application Data"
"221","911.480862","10.100.102.220","157.240.195.56","TLSv1.2","181","12196","Application Data"
"222","911.769865","157.240.195.56","10.100.102.220","TLSv1.2","319","40088","Application Data"
"223","911.810141","10.100.102.220","157.240.195.56","TLSv1.2","126","12323","Application Data"
"224","918.340145","157.240.195.56","10.100.102.220","TLSv1.2","142","40353","Application Data"
"225","918.345369","10.100.102.220","157.240.195.56","TLSv1.2","181","12395","Application Data"
"226","918.543994","157.240.195.56","10.100.102.220","TLSv1.2","198","40441","Application Data"
"227","918.581400","10.100.102.220","157.240.195.56","TLSv1.2","126","12522","Application Data"
"228","922.988073","10.100.102.220","157.240.195.56","TLSv1.2","113","12594","Application Data"
"229","939.893472","10.100.102.220","157.240.195.56","TLSv1.2","123","12653","Application Data"
"230","940.196407","157.240.195.56","10.100.102.220","TLSv1.2","125","40585","Application Data"
"231","947.968816","157.240.195.56","10.100.102.220","TCP","1446","40656","443  >  61098 [ACK] Seq=40656 Ack=12722 Win=406 Len=1392 [TCP segment of a reassembled PDU]"
"232","947.968816","157.240.195.56","10.100.102.220","TLSv1.2","173","42048","Application Data"
"233","948.096303","10.100.102.220","157.240.195.56","TLSv1.2","144","12722","Application Data"
"234","948.179266","10.100.102.220","157.240.195.56","TLSv1.2","156","12812","Application Data"
"235","948.438218","157.240.195.56","10.100.102.220","TLSv1.2","143","42167","Application Data"
"236","958.117235","10.100.102.220","157.240.195.56","TLSv1.2","914","12914","Application Data"
"237","958.323969","157.240.195.56","10.100.102.220","TLSv1.2","117","42256","Application Data"
"238","960.410775","157.240.195.56","10.100.102.220","TCP","1446","42319","443  >  61098 [ACK] Seq=42319 Ack=13774 Win=417 Len=1392 [TCP segment of a reassembled PDU]"
"239","960.410775","157.240.195.56","10.100.102.220","TLSv1.2","157","43711","Application Data"
"240","960.502432","10.100.102.220","157.240.195.56","TLSv1.2","144","13774","Application Data"
"241","960.547326","10.100.102.220","157.240.195.56","TLSv1.2","156","13864","Application Data"
"242","960.769124","157.240.195.56","10.100.102.220","TLSv1.2","143","43814","Application Data"
