"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"158","312.500703","10.100.102.220","157.240.195.56","TLSv1.3","883","2102","Application Data"
"159","312.563369","157.240.195.56","10.100.102.220","TLSv1.3","85","458","[TCP Previous segment not captured] , Application Data"
"160","312.563697","10.100.102.220","157.240.195.56","TLSv1.3","85","2931","[TCP ACKed unseen segment] , Application Data"
"161","312.565930","157.240.195.56","10.100.102.220","TLSv1.3","102","489","Application Data"
"162","312.617627","157.240.195.56","10.100.102.220","TLSv1.3","542","537","Application Data"
"163","312.617627","157.240.195.56","10.100.102.220","TLSv1.3","257","1025","Application Data"
"164","320.728144","157.240.195.56","10.100.102.220","TLSv1.2","563","37342","Application Data"
"165","320.831954","10.100.102.220","157.240.195.56","TLSv1.2","143","9063","Application Data"
"166","332.866450","157.240.195.56","10.100.102.220","TLSv1.2","421","37851","Application Data"
"167","332.919239","10.100.102.220","157.240.195.56","TLSv1.2","152","9152","Application Data"
"168","333.052999","157.240.195.56","10.100.102.220","TLSv1.2","444","38218","Application Data"
"169","333.104440","10.100.102.220","157.240.195.56","TLSv1.2","143","9250","Application Data"
"170","333.628196","157.240.195.56","10.100.102.220","TLSv1.2","195","38608","Application Data"
"171","333.631072","10.100.102.220","157.240.195.56","TLSv1.2","154","9339","Application Data"
"172","335.627295","157.240.195.56","10.100.102.220","TLSv1.2","195","38749","Application Data"
"173","335.630039","10.100.102.220","157.240.195.56","TLSv1.2","154","9439","Application Data"
"174","335.983213","157.240.195.56","10.100.102.220","TLSv1.2","124","40282","[TCP Previous segment not captured] , Ignored Unknown Record"
"175","336.096920","10.100.102.220","157.240.195.56","TLSv1.2","144","9539","[TCP ACKed unseen segment] , Application Data"
"176","336.361217","157.240.195.56","10.100.102.220","TLSv1.2","183","40352","Application Data"
"177","336.364430","10.100.102.220","157.240.195.56","TLSv1.2","148","9629","Application Data"
"178","337.368884","10.100.102.220","157.240.195.56","TLSv1.2","123","9723","Application Data"
"179","337.618827","157.240.195.56","10.100.102.220","TLSv1.2","125","40481","Application Data"
"180","341.410146","157.240.195.56","10.100.102.220","TLSv1.2","411","40552","Application Data"
"181","341.494730","10.100.102.220","157.240.195.56","TLSv1.2","150","9792","Application Data"
"182","344.404091","157.240.195.56","10.100.102.220","TLSv1.2","313","40909","Application Data"
"183","344.452907","10.100.102.220","157.240.195.56","TLSv1.2","144","9888","Application Data"
"184","350.148342","157.240.195.56","10.100.102.220","TLSv1.2","381","41168","Application Data"
"185","350.238257","10.100.102.220","157.240.195.56","TLSv1.2","144","9978","Application Data"
"186","350.574831","157.240.195.56","10.100.102.220","TLSv1.2","396","41495","Application Data"
"187","350.622044","10.100.102.220","157.240.195.56","TLSv1.2","143","10068","Application Data"
"188","356.655618","157.240.195.56","10.100.102.220","TLSv1.2","345","41837","Application Data"
"189","356.731093","10.100.102.220","157.240.195.56","TLSv1.2","144","10157","Application Data"
"190","359.811025","10.100.102.220","157.240.195.56","TLSv1.2","123","10247","Application Data"
"191","359.997448","157.240.195.56","10.100.102.220","TLSv1.2","125","42128","Application Data"
"192","369.262835","157.240.195.56","10.100.102.220","TCP","1446","42199","443  >  61098 [ACK] Seq=42199 Ack=10316 Win=463 Len=1392 [TCP segment of a reassembled PDU]"
"193","369.262835","157.240.195.56","10.100.102.220","TLSv1.2","574","43591","Application Data, Application Data"
"194","369.379236","10.100.102.220","157.240.195.56","TLSv1.2","144","10316","Application Data"
"195","377.710907","157.240.195.56","10.100.102.220","TLSv1.3","93","1228","Application Data"
"196","379.710027","157.240.195.56","10.100.102.220","TLSv1.2","142","44111","Application Data"
"197","379.715595","10.100.102.220","157.240.195.56","TLSv1.2","181","10406","Application Data"
"198","380.117228","157.240.195.56","10.100.102.220","TLSv1.2","318","44199","Application Data"
"199","380.151006","10.100.102.220","157.240.195.56","TLSv1.2","126","10533","Application Data"
"200","381.704196","157.240.195.56","10.100.102.220","TLSv1.2","446","44463","Application Data"
"201","381.758939","10.100.102.220","157.240.195.56","TLSv1.2","144","10605","Application Data"
"202","389.995997","157.240.195.56","10.100.102.220","TLSv1.2","628","44855","Application Data"
"203","390.087244","10.100.102.220","157.240.195.56","TLSv1.2","143","10695","Application Data"
"204","393.560441","157.240.195.56","10.100.102.220","TLSv1.2","311","45429","Application Data"
"205","393.640092","10.100.102.220","157.240.195.56","TLSv1.2","143","10784","Application Data"
"206","395.221071","157.240.195.56","10.100.102.220","TLSv1.2","142","45686","Application Data"
"207","395.225007","10.100.102.220","157.240.195.56","TLSv1.2","181","10873","Application Data"
"208","395.576147","157.240.195.56","10.100.102.220","TLSv1.2","198","45774","Application Data"
"209","395.579982","10.100.102.220","157.240.195.56","TLSv1.2","126","11000","Application Data"
"210","397.578632","157.240.195.56","10.100.102.220","TLSv1.2","285","45918","Application Data"
"211","397.628216","10.100.102.220","157.240.195.56","TLSv1.2","144","11072","Application Data"
"212","398.332661","157.240.195.56","10.100.102.220","TLSv1.2","360","46149","Application Data"
"213","398.383587","10.100.102.220","157.240.195.56","TLSv1.2","144","11162","Application Data"
"214","403.204676","157.240.195.56","10.100.102.220","TLSv1.2","395","46455","Application Data"
"215","403.254464","10.100.102.220","157.240.195.56","TLSv1.2","152","11252","Application Data"
"216","403.510946","157.240.195.56","10.100.102.220","TLSv1.2","181","46796","Application Data"
"217","403.513411","10.100.102.220","157.240.195.56","TLSv1.2","147","11350","Application Data"
"218","407.251985","157.240.195.56","10.100.102.220","TLSv1.2","381","46923","Application Data"
"219","407.344147","10.100.102.220","157.240.195.56","TLSv1.2","144","11443","Application Data"
"220","414.158105","10.100.102.220","157.240.195.56","TLSv1.2","123","11533","Application Data"
"221","414.391009","157.240.195.56","10.100.102.220","TLSv1.2","125","47250","Application Data"
"222","414.418411","157.240.195.56","10.100.102.220","TLSv1.2","296","47321","Application Data"
"223","414.499124","10.100.102.220","157.240.195.56","TLSv1.2","144","11602","Application Data"
"224","440.350359","10.100.102.220","157.240.195.56","TLSv1.2","123","11692","Application Data"
"225","440.533633","157.240.195.56","10.100.102.220","TLSv1.2","125","47563","Application Data"
"226","459.832445","157.240.195.56","10.100.102.220","TLSv1.2","360","47634","Application Data"
"227","459.912498","10.100.102.220","157.240.195.56","TLSv1.2","150","11761","Application Data"
"228","466.870672","10.100.102.220","157.240.195.56","TLSv1.2","123","11857","Application Data"
"229","467.054571","157.240.195.56","10.100.102.220","TLSv1.2","125","47940","Application Data"
"230","482.768098","157.240.195.56","10.100.102.220","TLSv1.2","145","48011","Application Data"
"231","482.807946","10.100.102.220","157.240.195.56","TLSv1.2","143","11926","Application Data"
"232","482.808248","10.100.102.220","157.240.195.56","TLSv1.2","143","12015","Application Data"
"233","483.011956","157.240.195.56","10.100.102.220","TLSv1.2","500","48102","Application Data"
"234","483.011956","157.240.195.56","10.100.102.220","TLSv1.2","538","48548","Application Data"
"235","483.014577","10.100.102.220","157.240.195.56","TLSv1.2","128","12104","Application Data"
"236","486.344189","157.240.195.56","10.100.102.220","TLSv1.2","124","49032","Application Data"
"237","499.336813","10.100.102.220","157.240.195.56","TLSv1.2","123","12178","Application Data"
"238","499.664668","157.240.195.56","10.100.102.220","TLSv1.2","125","49102","Application Data"
"239","502.676440","157.240.195.56","10.100.102.220","TLSv1.2","603","50565","[TCP Previous segment not captured] , Ignored Unknown Record"
"240","502.787498","10.100.102.220","157.240.195.56","TLSv1.2","150","12247","[TCP ACKed unseen segment] , Application Data"
