"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"231","362.078523","157.240.195.56","10.100.102.220","TLSv1.2","175","84625","Application Data"
"232","362.078523","157.240.195.56","10.100.102.220","TLSv1.2","1257","86138","[TCP Previous segment not captured] , Ignored Unknown Record"
"233","362.078523","157.240.195.56","10.100.102.220","TCP","1446","87341","443  >  61454 [ACK] Seq=87341 Ack=10705 Win=469 Len=1392 [TCP segment of a reassembled PDU]"
"234","362.078523","157.240.195.56","10.100.102.220","TCP","1446","88733","443  >  61454 [PSH, ACK] Seq=88733 Ack=10705 Win=469 Len=1392 [TCP segment of a reassembled PDU]"
"235","362.078523","157.240.195.56","10.100.102.220","TLSv1.2","1356","90125","Application Data"
"236","362.078523","157.240.195.56","10.100.102.220","TLSv1.2","1446","92819","[TCP Previous segment not captured] , Ignored Unknown Record"
"237","362.078919","157.240.195.56","10.100.102.220","TLSv1.2","1446","95603","[TCP Previous segment not captured] , Ignored Unknown Record"
"238","362.078919","157.240.195.56","10.100.102.220","TLSv1.2","1446","96995","Ignored Unknown Record"
"239","362.078919","157.240.195.56","10.100.102.220","TLSv1.2","1446","98387","Ignored Unknown Record"
"240","362.085886","157.240.195.56","10.100.102.220","TLSv1.2","1446","99779","Ignored Unknown Record"
"241","362.085886","157.240.195.56","10.100.102.220","TLSv1.2","1446","101171","Ignored Unknown Record"
"242","362.085886","157.240.195.56","10.100.102.220","TLSv1.2","1446","102563","Ignored Unknown Record"
"243","362.085886","157.240.195.56","10.100.102.220","TLSv1.2","1446","103955","Ignored Unknown Record"
"244","362.086001","157.240.195.56","10.100.102.220","TLSv1.2","1446","105347","Ignored Unknown Record"
"245","362.086001","157.240.195.56","10.100.102.220","TLSv1.2","1446","106739","Ignored Unknown Record"
"246","362.086123","157.240.195.56","10.100.102.220","TLSv1.2","1446","108131","Ignored Unknown Record"
"247","362.086123","157.240.195.56","10.100.102.220","TLSv1.2","1446","109523","Ignored Unknown Record"
"248","362.086123","157.240.195.56","10.100.102.220","TLSv1.2","146","110915","Ignored Unknown Record"
"249","362.090996","10.100.102.220","157.240.195.56","TLSv1.2","148","10705","[TCP ACKed unseen segment] , Application Data"
"250","362.164391","10.100.102.220","157.240.195.56","TLSv1.2","143","10799","Application Data"
"251","362.165644","157.240.195.56","10.100.102.220","TLSv1.2","594","111007","Application Data"
"252","362.258769","10.100.102.220","157.240.195.56","TLSv1.2","148","10888","Application Data"
"253","362.258925","10.100.102.220","157.240.195.56","TLSv1.2","148","10982","Application Data"
"254","362.271225","10.100.102.220","157.240.195.56","TLSv1.2","129","11076","Application Data"
"255","362.304733","10.100.102.220","157.240.195.56","TLSv1.2","129","11151","Application Data"
"256","362.472482","157.240.195.56","10.100.102.220","TLSv1.2","181","111547","Application Data"
"257","362.474550","10.100.102.220","157.240.195.56","TLSv1.2","147","11226","Application Data"
"258","367.147072","157.240.195.56","10.100.102.220","TLSv1.2","311","111674","Application Data"
"259","367.242730","10.100.102.220","157.240.195.56","TLSv1.2","143","11319","Application Data"
"260","367.687688","157.240.195.56","10.100.102.220","TLSv1.2","181","111931","Application Data"
"261","367.689670","10.100.102.220","157.240.195.56","TLSv1.2","147","11408","Application Data"
"262","367.860564","157.240.195.56","10.100.102.220","TLSv1.2","368","112058","Application Data"
"263","368.031723","10.100.102.220","157.240.195.56","TLSv1.2","129","11501","Application Data"
"264","368.268718","157.240.195.56","10.100.102.220","TLSv1.2","303","112372","Application Data"
"265","368.268718","157.240.195.56","10.100.102.220","TLSv1.2","159","112621","Application Data"
"266","368.307998","10.100.102.220","157.240.195.56","TLSv1.2","132","11576","Application Data"
"267","368.311851","10.100.102.220","157.240.195.56","TLSv1.2","133","11654","Application Data"
"268","368.974614","157.240.195.56","10.100.102.220","TLSv1.2","312","112726","Application Data"
"269","369.036942","10.100.102.220","157.240.195.56","TLSv1.2","147","11733","Application Data"
"270","371.653815","10.100.102.220","157.240.195.56","TLSv1.2","123","11826","Application Data"
"271","371.852719","157.240.195.56","10.100.102.220","TLSv1.2","125","112984","Application Data"
"272","372.923869","157.240.195.56","10.100.102.220","TLSv1.2","386","113055","Application Data"
"273","372.978105","10.100.102.220","157.240.195.56","TLSv1.2","129","11895","Application Data"
"274","372.983793","10.100.102.220","157.240.195.56","TLSv1.2","131","11970","Application Data"
"275","374.205097","157.240.195.56","10.100.102.220","TLSv1.2","150","113387","Application Data"
"276","374.235786","10.100.102.220","157.240.195.56","TLSv1.2","128","12047","Application Data"
"277","376.456685","157.240.195.56","10.100.102.220","TLSv1.2","424","113483","Application Data"
"278","376.508385","10.100.102.220","157.240.195.56","TLSv1.2","143","12121","Application Data"
"279","377.011961","157.240.195.56","10.100.102.220","TLSv1.2","181","113853","Application Data"
"280","377.014218","10.100.102.220","157.240.195.56","TLSv1.2","147","12210","Application Data"
"281","382.601107","157.240.195.56","10.100.102.220","TCP","1446","113980","443  >  61454 [ACK] Seq=113980 Ack=12303 Win=469 Len=1392 [TCP segment of a reassembled PDU]"
"282","382.601107","157.240.195.56","10.100.102.220","TLSv1.2","175","115372","Application Data"
"283","382.601107","157.240.195.56","10.100.102.220","TLSv1.2","397","116885","[TCP Previous segment not captured] , Ignored Unknown Record"
"284","382.696582","10.100.102.220","157.240.195.56","TLSv1.2","143","12303","[TCP ACKed unseen segment] , Application Data"
"285","383.112289","157.240.195.56","10.100.102.220","TLSv1.2","181","117228","Application Data"
"286","383.114839","10.100.102.220","157.240.195.56","TLSv1.2","147","12392","Application Data"
